TRAINING PASS # 9
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0161315 0.942984 0.0430698 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0232776 0.940705 0.0259269 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00794115 0.855758 0.207906 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0154679 0.942729 0.0458979 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0115357 0.935909 0.0750716 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0170071 0.943216 0.0397868 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0352182 0.931388 0.0155517 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0125157 0.939235 0.0646098 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0034575 0.0289639 0.970917 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00351462 0.031157 0.968702 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346057 0.0290662 0.97081 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034565 0.0289305 0.970952 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00345668 0.0289358 0.970946 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00347269 0.0295009 0.970363 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00347421 0.0295563 0.970307 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00348831 0.0300892 0.969766 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346056 0.0290662 0.97081 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034781 0.0296953 0.970163 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 289
PREDICTED RESULTS: 0.978628 0.0169993 4.97604e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.963108 0.0295741 7.60354e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977138 0.0182172 5.2386e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.974567 0.0203093 5.68555e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.974522 0.0203452 5.69345e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97484 0.0200888 5.63844e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978371 0.0172093 5.02151e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.976535 0.0187088 5.34402e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978731 0.0169154 4.95792e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977668 0.0177842 5.14531e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00743618 0.838226 0.23612 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0120009 0.940158 0.0664283 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0217603 0.942816 0.0275008 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0273951 0.93956 0.0204055 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0117922 0.939428 0.0686307 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0212346 0.942963 0.0284484 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0167734 0.943797 0.0396112 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0228276 0.942522 0.0257337 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0364445 0.931944 0.0145571 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0179385 0.943734 0.035989 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00347396 0.0296678 0.969365 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00366488 0.0403363 0.959233 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00348069 0.0299568 0.969076 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034715 0.029563 0.969469 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00347182 0.0295758 0.969456 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00351668 0.0316364 0.967428 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00351871 0.0317352 0.967332 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00356546 0.0341829 0.964981 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00348153 0.0299942 0.969039 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00352905 0.0322443 0.966837 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 299
PREDICTED RESULTS: 0.979597 0.0162136 5.34603e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.964887 0.0280215 8.13064e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978187 0.017357 5.62433e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.975771 0.0193071 6.0947e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.975733 0.0193371 6.10216e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.976019 0.0191078 6.04663e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979357 0.0164087 5.39371e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977619 0.017816 5.73549e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979696 0.0161339 5.32659e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978692 0.016948 5.52486e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00706475 0.812461 0.279134 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0112583 0.936296 0.0783099 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0209741 0.940708 0.0311028 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0267793 0.937556 0.0226434 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0111104 0.935575 0.080333 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0204595 0.940825 0.0321907 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0159276 0.941338 0.0457301 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0220209 0.940471 0.0290724 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0358541 0.929968 0.0160232 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0170804 0.941392 0.0413919 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00345646 0.0283239 0.970663 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00361204 0.0369505 0.962597 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346256 0.0285962 0.970398 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00345446 0.0282352 0.97075 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00345467 0.0282432 0.970742 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00349209 0.0300132 0.969039 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034951 0.0301637 0.968895 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00353435 0.0322398 0.966938 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346292 0.0286131 0.970382 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00350476 0.0306485 0.968433 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 309
PREDICTED RESULTS: 0.98031 0.0150766 6.05197e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.966264 0.0258534 9.15761e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978963 0.0161213 6.36287e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.976676 0.0178859 6.88316e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.976646 0.0179088 6.89015e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.976902 0.0177128 6.8321e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980083 0.0152524 6.10451e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978424 0.0165378 6.48615e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980405 0.0150026 6.02989e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979449 0.0157447 6.25089e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00763743 0.871019 0.211617 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0120768 0.934485 0.0766233 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0216359 0.936126 0.0334635 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0268915 0.933041 0.025335 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0118194 0.933862 0.0793829 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0212653 0.936211 0.0342649 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0168625 0.937027 0.0471158 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0226435 0.935892 0.0314383 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0352344 0.925574 0.018467 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0179612 0.936949 0.0431609 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00342744 0.0263492 0.972773 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00361578 0.037275 0.962906 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00343433 0.0266613 0.972478 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00342531 0.0262534 0.972864 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00342543 0.026258 0.972859 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346836 0.0283202 0.970933 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00347211 0.028512 0.970756 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00352097 0.0311825 0.968318 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00343481 0.0266837 0.972457 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00348488 0.0291723 0.970147 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 319
PREDICTED RESULTS: 0.981029 0.0165742 5.04229e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.967384 0.0285867 7.59742e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97973 0.0177305 5.29673e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977511 0.0196963 5.72513e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977478 0.0197246 5.73149e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977733 0.0195007 5.68251e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980809 0.0167698 5.08552e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979208 0.0181938 5.39812e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98112 0.0164932 5.0244e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980197 0.0173149 5.20537e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00491002 0.270585 0.767693 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00803334 0.883792 0.170556 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0174456 0.942797 0.037729 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0252325 0.941322 0.0227204 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00817144 0.889088 0.162143 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0167754 0.942609 0.0399549 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0120378 0.937773 0.0668233 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0183704 0.943011 0.034987 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0362634 0.934508 0.0145266 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.013131 0.939936 0.0579293 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0034139 0.0258491 0.971333 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00346284 0.0279889 0.969127 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00341682 0.0259642 0.971212 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034132 0.0258218 0.971362 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00341323 0.0258221 0.971361 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034265 0.0263683 0.970791 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00342932 0.0264878 0.970667 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00344231 0.0270523 0.970085 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034164 0.0259471 0.971229 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0034337 0.0266705 0.970477 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 329
PREDICTED RESULTS: 0.981348 0.0177821 4.31129e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.96769 0.0309861 6.49567e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980061 0.01904 4.52702e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977836 0.0212052 4.89456e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977797 0.0212426 4.90107e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978067 0.0209822 4.85674e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981128 0.0179975 4.34841e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97954 0.0195487 4.61376e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981436 0.0176957 4.29643e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980521 0.0185909 4.45008e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00434638 0.116883 0.880188 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00713342 0.795591 0.256919 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0169985 0.947225 0.0329432 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.02556 0.947015 0.0184653 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00735969 0.819209 0.22927 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.016305 0.946829 0.0351169 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0113641 0.93722 0.0649654 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0178708 0.947647 0.0305221 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0370668 0.941224 0.0115906 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0124741 0.941486 0.0544861 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00337121 0.024205 0.971241 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00340224 0.0252245 0.97003 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00337327 0.0242659 0.971166 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00337077 0.0241922 0.971256 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00337079 0.0241919 0.971257 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00337932 0.0244584 0.970936 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00338153 0.0245294 0.970851 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00338992 0.0248047 0.970525 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00337288 0.0242538 0.971181 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00338472 0.0246292 0.970731 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 339
PREDICTED RESULTS: 0.981513 0.0199424 3.66452e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.967425 0.0353909 5.56677e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980209 0.0213898 3.84962e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977899 0.0239413 4.17247e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.977846 0.0239995 4.17997e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978155 0.0236602 4.13697e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981284 0.0201966 3.69718e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979671 0.0219856 3.92539e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981599 0.0198468 3.65227e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980669 0.0208804 3.78457e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00900051 0.914539 0.100316 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0158418 0.95319 0.0303891 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0275285 0.954707 0.0134617 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.032526 0.952964 0.0108511 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0153875 0.952728 0.0318818 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0272057 0.954736 0.0136877 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0221828 0.955075 0.0182761 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0285299 0.954616 0.0127998 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0397326 0.948727 0.00861177 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.023445 0.955076 0.016878 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00335562 0.0250046 0.96928 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00352379 0.0317149 0.961214 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00336246 0.0252128 0.969015 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00335393 0.024954 0.969345 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00335382 0.0249496 0.96935 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00339232 0.0262016 0.96778 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00339869 0.0264248 0.967505 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00344537 0.0281976 0.965354 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0033622 0.0252048 0.969025 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00341244 0.0269157 0.966901 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 349
PREDICTED RESULTS: 0.98153 0.0202961 3.54661e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.968143 0.0352898 5.28793e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980279 0.0217135 3.71739e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978109 0.0241618 4.00937e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978069 0.0242054 4.01469e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978332 0.0239109 3.97948e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981316 0.0205387 3.57598e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979771 0.0222885 3.78629e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981615 0.0201992 3.53491e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980726 0.0212077 3.65653e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00536901 0.427395 0.596474 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00969266 0.934287 0.0733164 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0218601 0.95772 0.0171973 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0290444 0.956454 0.0116481 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00977911 0.935012 0.0718902 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0212209 0.957658 0.0179649 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.015355 0.955559 0.0294733 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0228912 0.957807 0.0160702 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0379699 0.952078 0.00843592 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0167538 0.956491 0.0256638 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00328314 0.0244864 0.970335 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00333214 0.0260135 0.968406 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00328599 0.0245643 0.970233 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00328255 0.0244706 0.970356 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00328253 0.024469 0.970357 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0032952 0.0248343 0.969887 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00329863 0.0249371 0.969756 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00331227 0.0253596 0.969221 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00328545 0.0245489 0.970253 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00330343 0.025079 0.969574 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 359
PREDICTED RESULTS: 0.981733 0.0219248 3.07234e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.969354 0.0371465 4.47075e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980562 0.0233825 3.21096e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97858 0.0258371 3.44222e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978556 0.0258656 3.44501e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978765 0.0256084 3.42069e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981539 0.0221668 3.09545e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980094 0.0239631 3.2659e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981817 0.0218212 3.06246e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980988 0.0228538 3.16075e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00907276 0.932651 0.07576 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0162463 0.961647 0.0225558 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0279437 0.962769 0.0100984 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0327252 0.961239 0.00825203 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0158249 0.961319 0.0235595 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0276507 0.962791 0.0102505 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0227519 0.963119 0.0135199 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.028836 0.962701 0.00965812 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0396793 0.957471 0.00664647 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0239925 0.963106 0.0125223 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00327831 0.0265064 0.967733 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00343523 0.0330993 0.95972 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00328496 0.0267219 0.967456 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00327681 0.0264588 0.967795 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00327666 0.0264526 0.967802 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00331252 0.0276926 0.966235 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00331977 0.027962 0.965899 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0033643 0.029754 0.963704 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0032844 0.0267034 0.96748 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00333359 0.0284851 0.96525 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 369
PREDICTED RESULTS: 0.98171 0.0220497 2.85708e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.969855 0.0368084 4.09037e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980581 0.0234705 2.97994e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978699 0.0258288 3.182e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978684 0.0258473 3.18368e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978864 0.0256232 3.16439e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981526 0.0222811 2.87717e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980135 0.0240307 3.02813e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981792 0.0219464 2.84813e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980995 0.0229504 2.93501e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00456034 0.203134 0.784908 
